image_id,class_id,class_name,group_id,source_id,outer_fold
kylberg_000055,0,blanket1,blanket1::b,b,1
kylberg_000056,0,blanket1,blanket1::b,b,1
kylberg_000057,0,blanket1,blanket1::b,b,1
kylberg_000058,0,blanket1,blanket1::b,b,1
kylberg_000059,0,blanket1,blanket1::b,b,1
kylberg_000060,0,blanket1,blanket1::b,b,1
kylberg_000061,0,blanket1,blanket1::b,b,1
kylberg_000062,0,blanket1,blanket1::b,b,1
kylberg_000063,0,blanket1,blanket1::b,b,1
kylberg_000064,0,blanket1,blanket1::b,b,1
kylberg_000065,0,blanket1,blanket1::b,b,1
kylberg_000066,0,blanket1,blanket1::b,b,1
kylberg_000067,0,blanket1,blanket1::b,b,1
kylberg_000068,0,blanket1,blanket1::b,b,1
kylberg_000069,0,blanket1,blanket1::b,b,1
kylberg_000070,0,blanket1,blanket1::b,b,1
kylberg_000071,0,blanket1,blanket1::b,b,1
kylberg_000072,0,blanket1,blanket1::b,b,1
kylberg_000073,0,blanket1,blanket1::b,b,1
kylberg_000074,0,blanket1,blanket1::b,b,1
kylberg_000075,0,blanket1,blanket1::b,b,1
kylberg_000076,0,blanket1,blanket1::b,b,1
kylberg_000077,0,blanket1,blanket1::b,b,1
kylberg_000078,0,blanket1,blanket1::b,b,1
kylberg_000079,0,blanket1,blanket1::b,b,1
kylberg_000080,0,blanket1,blanket1::c,c,2
kylberg_000081,0,blanket1,blanket1::c,c,2
kylberg_000082,0,blanket1,blanket1::c,c,2
kylberg_000083,0,blanket1,blanket1::c,c,2
kylberg_000084,0,blanket1,blanket1::c,c,2
kylberg_000085,0,blanket1,blanket1::c,c,2
kylberg_000086,0,blanket1,blanket1::c,c,2
kylberg_000087,0,blanket1,blanket1::c,c,2
kylberg_000088,0,blanket1,blanket1::c,c,2
kylberg_000089,0,blanket1,blanket1::c,c,2
kylberg_000090,0,blanket1,blanket1::c,c,2
kylberg_000091,0,blanket1,blanket1::c,c,2
kylberg_000092,0,blanket1,blanket1::c,c,2
kylberg_000093,0,blanket1,blanket1::c,c,2
kylberg_000094,0,blanket1,blanket1::c,c,2
kylberg_000095,0,blanket1,blanket1::c,c,2
kylberg_000096,0,blanket1,blanket1::c,c,2
kylberg_000097,0,blanket1,blanket1::c,c,2
kylberg_000098,0,blanket1,blanket1::c,c,2
kylberg_000099,0,blanket1,blanket1::c,c,2
kylberg_000100,0,blanket1,blanket1::c,c,2
kylberg_000101,0,blanket1,blanket1::c,c,2
kylberg_000102,0,blanket1,blanket1::c,c,2
kylberg_000103,0,blanket1,blanket1::c,c,2
kylberg_000104,0,blanket1,blanket1::c,c,2
kylberg_000105,0,blanket1,blanket1::c,c,2
kylberg_000106,0,blanket1,blanket1::c,c,2
kylberg_000107,0,blanket1,blanket1::c,c,2
kylberg_000108,0,blanket1,blanket1::c,c,2
kylberg_000109,0,blanket1,blanket1::c,c,2
kylberg_000110,0,blanket1,blanket1::c,c,2
kylberg_000111,0,blanket1,blanket1::c,c,2
kylberg_000112,0,blanket1,blanket1::c,c,2
kylberg_000113,0,blanket1,blanket1::c,c,2
kylberg_000114,0,blanket1,blanket1::c,c,2
kylberg_000115,0,blanket1,blanket1::c,c,2
kylberg_000116,0,blanket1,blanket1::c,c,2
kylberg_000117,0,blanket1,blanket1::c,c,2
kylberg_000118,0,blanket1,blanket1::c,c,2
kylberg_000119,0,blanket1,blanket1::c,c,2
kylberg_000120,0,blanket1,blanket1::d,d,3
kylberg_000121,0,blanket1,blanket1::d,d,3
kylberg_000122,0,blanket1,blanket1::d,d,3
kylberg_000123,0,blanket1,blanket1::d,d,3
kylberg_000124,0,blanket1,blanket1::d,d,3
kylberg_000125,0,blanket1,blanket1::d,d,3
kylberg_000126,0,blanket1,blanket1::d,d,3
kylberg_000127,0,blanket1,blanket1::d,d,3
kylberg_000128,0,blanket1,blanket1::d,d,3
kylberg_000129,0,blanket1,blanket1::d,d,3
kylberg_000130,0,blanket1,blanket1::d,d,3
kylberg_000131,0,blanket1,blanket1::d,d,3
kylberg_000132,0,blanket1,blanket1::d,d,3
kylberg_000133,0,blanket1,blanket1::d,d,3
kylberg_000134,0,blanket1,blanket1::d,d,3
kylberg_000135,0,blanket1,blanket1::d,d,3
kylberg_000136,0,blanket1,blanket1::d,d,3
kylberg_000137,0,blanket1,blanket1::d,d,3
kylberg_000138,0,blanket1,blanket1::d,d,3
kylberg_000139,0,blanket1,blanket1::d,d,3
kylberg_000140,0,blanket1,blanket1::d,d,3
kylberg_000141,0,blanket1,blanket1::d,d,3
kylberg_000142,0,blanket1,blanket1::d,d,3
kylberg_000143,0,blanket1,blanket1::d,d,3
kylberg_000144,0,blanket1,blanket1::d,d,3
kylberg_000145,0,blanket1,blanket1::d,d,3
kylberg_000146,0,blanket1,blanket1::d,d,3
kylberg_000147,0,blanket1,blanket1::d,d,3
kylberg_000148,0,blanket1,blanket1::d,d,3
kylberg_000149,0,blanket1,blanket1::d,d,3
kylberg_000150,0,blanket1,blanket1::d,d,3
kylberg_000151,0,blanket1,blanket1::d,d,3
kylberg_000152,0,blanket1,blanket1::d,d,3
kylberg_000153,0,blanket1,blanket1::d,d,3
kylberg_000154,0,blanket1,blanket1::d,d,3
kylberg_000155,0,blanket1,blanket1::d,d,3
kylberg_000156,0,blanket1,blanket1::d,d,3
kylberg_000157,0,blanket1,blanket1::d,d,3
kylberg_000158,0,blanket1,blanket1::d,d,3
kylberg_000159,0,blanket1,blanket1::d,d,3
kylberg_000160,1,blanket2,blanket2::a,a,0
kylberg_000161,1,blanket2,blanket2::a,a,0
kylberg_000162,1,blanket2,blanket2::a,a,0
kylberg_000163,1,blanket2,blanket2::a,a,0
kylberg_000164,1,blanket2,blanket2::a,a,0
kylberg_000165,1,blanket2,blanket2::a,a,0
kylberg_000166,1,blanket2,blanket2::a,a,0
kylberg_000167,1,blanket2,blanket2::a,a,0
kylberg_000168,1,blanket2,blanket2::a,a,0
kylberg_000169,1,blanket2,blanket2::a,a,0
kylberg_000170,1,blanket2,blanket2::a,a,0
kylberg_000171,1,blanket2,blanket2::a,a,0
kylberg_000172,1,blanket2,blanket2::a,a,0
kylberg_000173,1,blanket2,blanket2::a,a,0
kylberg_000174,1,blanket2,blanket2::a,a,0
kylberg_000175,1,blanket2,blanket2::a,a,0
kylberg_000176,1,blanket2,blanket2::a,a,0
kylberg_000177,1,blanket2,blanket2::a,a,0
kylberg_000178,1,blanket2,blanket2::a,a,0
kylberg_000179,1,blanket2,blanket2::a,a,0
kylberg_000180,1,blanket2,blanket2::a,a,0
kylberg_000181,1,blanket2,blanket2::a,a,0
kylberg_000182,1,blanket2,blanket2::a,a,0
kylberg_000183,1,blanket2,blanket2::a,a,0
kylberg_000184,1,blanket2,blanket2::a,a,0
kylberg_000185,1,blanket2,blanket2::a,a,0
kylberg_000186,1,blanket2,blanket2::a,a,0
kylberg_000187,1,blanket2,blanket2::a,a,0
kylberg_000188,1,blanket2,blanket2::a,a,0
kylberg_000189,1,blanket2,blanket2::a,a,0
kylberg_000190,1,blanket2,blanket2::a,a,0
kylberg_000191,1,blanket2,blanket2::a,a,0
kylberg_000192,1,blanket2,blanket2::a,a,0
kylberg_000193,1,blanket2,blanket2::a,a,0
kylberg_000194,1,blanket2,blanket2::a,a,0
kylberg_000195,1,blanket2,blanket2::a,a,0
kylberg_000196,1,blanket2,blanket2::a,a,0
kylberg_000197,1,blanket2,blanket2::a,a,0
kylberg_000198,1,blanket2,blanket2::a,a,0
kylberg_000199,1,blanket2,blanket2::a,a,0
kylberg_000200,1,blanket2,blanket2::b,b,1
kylberg_000201,1,blanket2,blanket2::b,b,1
kylberg_000202,1,blanket2,blanket2::b,b,1
kylberg_000203,1,blanket2,blanket2::b,b,1
kylberg_000204,1,blanket2,blanket2::b,b,1
kylberg_000205,1,blanket2,blanket2::b,b,1
kylberg_000206,1,blanket2,blanket2::b,b,1
kylberg_000207,1,blanket2,blanket2::b,b,1
kylberg_000208,1,blanket2,blanket2::b,b,1
kylberg_000209,1,blanket2,blanket2::b,b,1
kylberg_000210,1,blanket2,blanket2::b,b,1
kylberg_000211,1,blanket2,blanket2::b,b,1
kylberg_000212,1,blanket2,blanket2::b,b,1
kylberg_000213,1,blanket2,blanket2::b,b,1
kylberg_000214,1,blanket2,blanket2::b,b,1
kylberg_000215,1,blanket2,blanket2::b,b,1
kylberg_000216,1,blanket2,blanket2::b,b,1
kylberg_000217,1,blanket2,blanket2::b,b,1
kylberg_000218,1,blanket2,blanket2::b,b,1
kylberg_000219,1,blanket2,blanket2::b,b,1
kylberg_000220,1,blanket2,blanket2::b,b,1
kylberg_000221,1,blanket2,blanket2::b,b,1
kylberg_000222,1,blanket2,blanket2::b,b,1
kylberg_000223,1,blanket2,blanket2::b,b,1
kylberg_000224,1,blanket2,blanket2::b,b,1
kylberg_000225,1,blanket2,blanket2::b,b,1
kylberg_000226,1,blanket2,blanket2::b,b,1
kylberg_000227,1,blanket2,blanket2::b,b,1
kylberg_000228,1,blanket2,blanket2::b,b,1
kylberg_000229,1,blanket2,blanket2::b,b,1
kylberg_000230,1,blanket2,blanket2::b,b,1
kylberg_000231,1,blanket2,blanket2::b,b,1
kylberg_000232,1,blanket2,blanket2::b,b,1
kylberg_000233,1,blanket2,blanket2::b,b,1
kylberg_000234,1,blanket2,blanket2::b,b,1
kylberg_000235,1,blanket2,blanket2::b,b,1
kylberg_000236,1,blanket2,blanket2::b,b,1
kylberg_000237,1,blanket2,blanket2::b,b,1
kylberg_000238,1,blanket2,blanket2::b,b,1
kylberg_000239,1,blanket2,blanket2::b,b,1
kylberg_000240,1,blanket2,blanket2::c,c,2
kylberg_000241,1,blanket2,blanket2::c,c,2
kylberg_000242,1,blanket2,blanket2::c,c,2
kylberg_000243,1,blanket2,blanket2::c,c,2
kylberg_000244,1,blanket2,blanket2::c,c,2
kylberg_000245,1,blanket2,blanket2::c,c,2
kylberg_000246,1,blanket2,blanket2::c,c,2
kylberg_000247,1,blanket2,blanket2::c,c,2
kylberg_000248,1,blanket2,blanket2::c,c,2
kylberg_000249,1,blanket2,blanket2::c,c,2
kylberg_000250,1,blanket2,blanket2::c,c,2
kylberg_000251,1,blanket2,blanket2::c,c,2
kylberg_000252,1,blanket2,blanket2::c,c,2
kylberg_000253,1,blanket2,blanket2::c,c,2
kylberg_000254,1,blanket2,blanket2::c,c,2
kylberg_000255,1,blanket2,blanket2::c,c,2
kylberg_000256,1,blanket2,blanket2::c,c,2
kylberg_000257,1,blanket2,blanket2::c,c,2
kylberg_000258,1,blanket2,blanket2::c,c,2
kylberg_000259,1,blanket2,blanket2::c,c,2
kylberg_000260,1,blanket2,blanket2::c,c,2
kylberg_000261,1,blanket2,blanket2::c,c,2
kylberg_000262,1,blanket2,blanket2::c,c,2
kylberg_000263,1,blanket2,blanket2::c,c,2
kylberg_000264,1,blanket2,blanket2::c,c,2
kylberg_000265,1,blanket2,blanket2::c,c,2
kylberg_000266,1,blanket2,blanket2::c,c,2
kylberg_000267,1,blanket2,blanket2::c,c,2
kylberg_000268,1,blanket2,blanket2::c,c,2
kylberg_000269,1,blanket2,blanket2::c,c,2
kylberg_000270,1,blanket2,blanket2::c,c,2
kylberg_000271,1,blanket2,blanket2::c,c,2
kylberg_000272,1,blanket2,blanket2::c,c,2
kylberg_000273,1,blanket2,blanket2::c,c,2
kylberg_000274,1,blanket2,blanket2::c,c,2
kylberg_000275,1,blanket2,blanket2::c,c,2
kylberg_000276,1,blanket2,blanket2::c,c,2
kylberg_000277,1,blanket2,blanket2::c,c,2
kylberg_000278,1,blanket2,blanket2::c,c,2
kylberg_000279,1,blanket2,blanket2::c,c,2
kylberg_000280,1,blanket2,blanket2::d,d,3
kylberg_000281,1,blanket2,blanket2::d,d,3
kylberg_000282,1,blanket2,blanket2::d,d,3
kylberg_000283,1,blanket2,blanket2::d,d,3
kylberg_000284,1,blanket2,blanket2::d,d,3
kylberg_000285,1,blanket2,blanket2::d,d,3
kylberg_000286,1,blanket2,blanket2::d,d,3
kylberg_000287,1,blanket2,blanket2::d,d,3
kylberg_000288,1,blanket2,blanket2::d,d,3
kylberg_000289,1,blanket2,blanket2::d,d,3
kylberg_000290,1,blanket2,blanket2::d,d,3
kylberg_000291,1,blanket2,blanket2::d,d,3
kylberg_000292,1,blanket2,blanket2::d,d,3
kylberg_000293,1,blanket2,blanket2::d,d,3
kylberg_000294,1,blanket2,blanket2::d,d,3
kylberg_000295,1,blanket2,blanket2::d,d,3
kylberg_000296,1,blanket2,blanket2::d,d,3
kylberg_000297,1,blanket2,blanket2::d,d,3
kylberg_000298,1,blanket2,blanket2::d,d,3
kylberg_000299,1,blanket2,blanket2::d,d,3
kylberg_000300,1,blanket2,blanket2::d,d,3
kylberg_000301,1,blanket2,blanket2::d,d,3
kylberg_000302,1,blanket2,blanket2::d,d,3
kylberg_000303,1,blanket2,blanket2::d,d,3
kylberg_000304,1,blanket2,blanket2::d,d,3
kylberg_000305,1,blanket2,blanket2::d,d,3
kylberg_000306,1,blanket2,blanket2::d,d,3
kylberg_000307,1,blanket2,blanket2::d,d,3
kylberg_000308,1,blanket2,blanket2::d,d,3
kylberg_000309,1,blanket2,blanket2::d,d,3
kylberg_000310,1,blanket2,blanket2::d,d,3
kylberg_000311,1,blanket2,blanket2::d,d,3
kylberg_000312,1,blanket2,blanket2::d,d,3
kylberg_000313,1,blanket2,blanket2::d,d,3
kylberg_000314,1,blanket2,blanket2::d,d,3
kylberg_000315,1,blanket2,blanket2::d,d,3
kylberg_000316,1,blanket2,blanket2::d,d,3
kylberg_000317,1,blanket2,blanket2::d,d,3
kylberg_000318,1,blanket2,blanket2::d,d,3
kylberg_000319,1,blanket2,blanket2::d,d,3
kylberg_000320,2,canvas1,canvas1::a,a,0
kylberg_000321,2,canvas1,canvas1::a,a,0
kylberg_000322,2,canvas1,canvas1::a,a,0
kylberg_000323,2,canvas1,canvas1::a,a,0
kylberg_000324,2,canvas1,canvas1::a,a,0
kylberg_000325,2,canvas1,canvas1::a,a,0
kylberg_000326,2,canvas1,canvas1::a,a,0
kylberg_000327,2,canvas1,canvas1::a,a,0
kylberg_000328,2,canvas1,canvas1::a,a,0
kylberg_000329,2,canvas1,canvas1::a,a,0
kylberg_000330,2,canvas1,canvas1::a,a,0
kylberg_000331,2,canvas1,canvas1::a,a,0
kylberg_000332,2,canvas1,canvas1::a,a,0
kylberg_000333,2,canvas1,canvas1::a,a,0
kylberg_000334,2,canvas1,canvas1::a,a,0
kylberg_000335,2,canvas1,canvas1::a,a,0
kylberg_000336,2,canvas1,canvas1::a,a,0
kylberg_000337,2,canvas1,canvas1::a,a,0
kylberg_000338,2,canvas1,canvas1::a,a,0
kylberg_000339,2,canvas1,canvas1::a,a,0
kylberg_000340,2,canvas1,canvas1::a,a,0
kylberg_000341,2,canvas1,canvas1::a,a,0
kylberg_000342,2,canvas1,canvas1::a,a,0
kylberg_000343,2,canvas1,canvas1::a,a,0
kylberg_000344,2,canvas1,canvas1::a,a,0
kylberg_000345,2,canvas1,canvas1::a,a,0
kylberg_000346,2,canvas1,canvas1::a,a,0
kylberg_000347,2,canvas1,canvas1::a,a,0
kylberg_000348,2,canvas1,canvas1::a,a,0
kylberg_000349,2,canvas1,canvas1::a,a,0
kylberg_000350,2,canvas1,canvas1::a,a,0
kylberg_000351,2,canvas1,canvas1::a,a,0
kylberg_000352,2,canvas1,canvas1::a,a,0
kylberg_000353,2,canvas1,canvas1::a,a,0
kylberg_000354,2,canvas1,canvas1::a,a,0
kylberg_000355,2,canvas1,canvas1::a,a,0
kylberg_000356,2,canvas1,canvas1::a,a,0
kylberg_000357,2,canvas1,canvas1::a,a,0
kylberg_000358,2,canvas1,canvas1::a,a,0
kylberg_000359,2,canvas1,canvas1::a,a,0
kylberg_000360,2,canvas1,canvas1::b,b,1
kylberg_000361,2,canvas1,canvas1::b,b,1
kylberg_000362,2,canvas1,canvas1::b,b,1
kylberg_000363,2,canvas1,canvas1::b,b,1
kylberg_000364,2,canvas1,canvas1::b,b,1
kylberg_000365,2,canvas1,canvas1::b,b,1
kylberg_000366,2,canvas1,canvas1::b,b,1
kylberg_000367,2,canvas1,canvas1::b,b,1
kylberg_000368,2,canvas1,canvas1::b,b,1
kylberg_000369,2,canvas1,canvas1::b,b,1
kylberg_000370,2,canvas1,canvas1::b,b,1
kylberg_000371,2,canvas1,canvas1::b,b,1
kylberg_000372,2,canvas1,canvas1::b,b,1
kylberg_000373,2,canvas1,canvas1::b,b,1
kylberg_000374,2,canvas1,canvas1::b,b,1
kylberg_000375,2,canvas1,canvas1::b,b,1
kylberg_000376,2,canvas1,canvas1::b,b,1
kylberg_000377,2,canvas1,canvas1::b,b,1
kylberg_000378,2,canvas1,canvas1::b,b,1
kylberg_000379,2,canvas1,canvas1::b,b,1
kylberg_000380,2,canvas1,canvas1::b,b,1
kylberg_000381,2,canvas1,canvas1::b,b,1
kylberg_000382,2,canvas1,canvas1::b,b,1
kylberg_000383,2,canvas1,canvas1::b,b,1
kylberg_000384,2,canvas1,canvas1::b,b,1
kylberg_000385,2,canvas1,canvas1::b,b,1
kylberg_000386,2,canvas1,canvas1::b,b,1
kylberg_000387,2,canvas1,canvas1::b,b,1
kylberg_000388,2,canvas1,canvas1::b,b,1
kylberg_000389,2,canvas1,canvas1::b,b,1
kylberg_000390,2,canvas1,canvas1::b,b,1
kylberg_000391,2,canvas1,canvas1::b,b,1
kylberg_000392,2,canvas1,canvas1::b,b,1
kylberg_000393,2,canvas1,canvas1::b,b,1
kylberg_000394,2,canvas1,canvas1::b,b,1
kylberg_000395,2,canvas1,canvas1::b,b,1
kylberg_000396,2,canvas1,canvas1::b,b,1
kylberg_000397,2,canvas1,canvas1::b,b,1
kylberg_000398,2,canvas1,canvas1::b,b,1
kylberg_000399,2,canvas1,canvas1::b,b,1
kylberg_000400,2,canvas1,canvas1::c,c,2
kylberg_000401,2,canvas1,canvas1::c,c,2
kylberg_000402,2,canvas1,canvas1::c,c,2
kylberg_000403,2,canvas1,canvas1::c,c,2
kylberg_000404,2,canvas1,canvas1::c,c,2
kylberg_000405,2,canvas1,canvas1::c,c,2
kylberg_000406,2,canvas1,canvas1::c,c,2
kylberg_000407,2,canvas1,canvas1::c,c,2
kylberg_000408,2,canvas1,canvas1::c,c,2
kylberg_000409,2,canvas1,canvas1::c,c,2
kylberg_000410,2,canvas1,canvas1::c,c,2
kylberg_000411,2,canvas1,canvas1::c,c,2
kylberg_000412,2,canvas1,canvas1::c,c,2
kylberg_000413,2,canvas1,canvas1::c,c,2
kylberg_000414,2,canvas1,canvas1::c,c,2
kylberg_000415,2,canvas1,canvas1::c,c,2
kylberg_000416,2,canvas1,canvas1::c,c,2
kylberg_000417,2,canvas1,canvas1::c,c,2
kylberg_000418,2,canvas1,canvas1::c,c,2
kylberg_000419,2,canvas1,canvas1::c,c,2
kylberg_000420,2,canvas1,canvas1::c,c,2
kylberg_000421,2,canvas1,canvas1::c,c,2
kylberg_000422,2,canvas1,canvas1::c,c,2
kylberg_000423,2,canvas1,canvas1::c,c,2
kylberg_000424,2,canvas1,canvas1::c,c,2
kylberg_000425,2,canvas1,canvas1::c,c,2
kylberg_000426,2,canvas1,canvas1::c,c,2
kylberg_000427,2,canvas1,canvas1::c,c,2
kylberg_000428,2,canvas1,canvas1::c,c,2
kylberg_000429,2,canvas1,canvas1::c,c,2
kylberg_000430,2,canvas1,canvas1::c,c,2
kylberg_000431,2,canvas1,canvas1::c,c,2
kylberg_000432,2,canvas1,canvas1::c,c,2
kylberg_000433,2,canvas1,canvas1::c,c,2
kylberg_000434,2,canvas1,canvas1::c,c,2
kylberg_000435,2,canvas1,canvas1::c,c,2
kylberg_000436,2,canvas1,canvas1::c,c,2
kylberg_000437,2,canvas1,canvas1::c,c,2
kylberg_000438,2,canvas1,canvas1::c,c,2
kylberg_000439,2,canvas1,canvas1::c,c,2
kylberg_000440,2,canvas1,canvas1::d,d,3
kylberg_000441,2,canvas1,canvas1::d,d,3
kylberg_000442,2,canvas1,canvas1::d,d,3
kylberg_000443,2,canvas1,canvas1::d,d,3
kylberg_000444,2,canvas1,canvas1::d,d,3
kylberg_000445,2,canvas1,canvas1::d,d,3
kylberg_000446,2,canvas1,canvas1::d,d,3
kylberg_000447,2,canvas1,canvas1::d,d,3
kylberg_000448,2,canvas1,canvas1::d,d,3
kylberg_000449,2,canvas1,canvas1::d,d,3
kylberg_000450,2,canvas1,canvas1::d,d,3
kylberg_000451,2,canvas1,canvas1::d,d,3
kylberg_000452,2,canvas1,canvas1::d,d,3
kylberg_000453,2,canvas1,canvas1::d,d,3
kylberg_000454,2,canvas1,canvas1::d,d,3
kylberg_000455,2,canvas1,canvas1::d,d,3
kylberg_000456,2,canvas1,canvas1::d,d,3
kylberg_000457,2,canvas1,canvas1::d,d,3
kylberg_000458,2,canvas1,canvas1::d,d,3
kylberg_000459,2,canvas1,canvas1::d,d,3
kylberg_000460,2,canvas1,canvas1::d,d,3
kylberg_000461,2,canvas1,canvas1::d,d,3
kylberg_000462,2,canvas1,canvas1::d,d,3
kylberg_000463,2,canvas1,canvas1::d,d,3
kylberg_000464,2,canvas1,canvas1::d,d,3
kylberg_000465,2,canvas1,canvas1::d,d,3
kylberg_000466,2,canvas1,canvas1::d,d,3
kylberg_000467,2,canvas1,canvas1::d,d,3
kylberg_000468,2,canvas1,canvas1::d,d,3
kylberg_000469,2,canvas1,canvas1::d,d,3
kylberg_000470,2,canvas1,canvas1::d,d,3
kylberg_000471,2,canvas1,canvas1::d,d,3
kylberg_000472,2,canvas1,canvas1::d,d,3
kylberg_000473,2,canvas1,canvas1::d,d,3
kylberg_000474,2,canvas1,canvas1::d,d,3
kylberg_000475,2,canvas1,canvas1::d,d,3
kylberg_000476,2,canvas1,canvas1::d,d,3
kylberg_000477,2,canvas1,canvas1::d,d,3
kylberg_000478,2,canvas1,canvas1::d,d,3
kylberg_000479,2,canvas1,canvas1::d,d,3
kylberg_000480,3,ceiling1,ceiling1::a,a,0
kylberg_000481,3,ceiling1,ceiling1::a,a,0
kylberg_000482,3,ceiling1,ceiling1::a,a,0
kylberg_000483,3,ceiling1,ceiling1::a,a,0
kylberg_000484,3,ceiling1,ceiling1::a,a,0
kylberg_000485,3,ceiling1,ceiling1::a,a,0
kylberg_000486,3,ceiling1,ceiling1::a,a,0
kylberg_000487,3,ceiling1,ceiling1::a,a,0
kylberg_000488,3,ceiling1,ceiling1::a,a,0
kylberg_000489,3,ceiling1,ceiling1::a,a,0
kylberg_000490,3,ceiling1,ceiling1::a,a,0
kylberg_000491,3,ceiling1,ceiling1::a,a,0
kylberg_000492,3,ceiling1,ceiling1::a,a,0
kylberg_000493,3,ceiling1,ceiling1::a,a,0
kylberg_000494,3,ceiling1,ceiling1::a,a,0
kylberg_000495,3,ceiling1,ceiling1::a,a,0
kylberg_000496,3,ceiling1,ceiling1::a,a,0
kylberg_000497,3,ceiling1,ceiling1::a,a,0
kylberg_000498,3,ceiling1,ceiling1::a,a,0
kylberg_000499,3,ceiling1,ceiling1::a,a,0
kylberg_000500,3,ceiling1,ceiling1::a,a,0
kylberg_000501,3,ceiling1,ceiling1::a,a,0
kylberg_000502,3,ceiling1,ceiling1::a,a,0
kylberg_000503,3,ceiling1,ceiling1::a,a,0
kylberg_000504,3,ceiling1,ceiling1::a,a,0
kylberg_000505,3,ceiling1,ceiling1::a,a,0
kylberg_000506,3,ceiling1,ceiling1::a,a,0
kylberg_000507,3,ceiling1,ceiling1::a,a,0
kylberg_000508,3,ceiling1,ceiling1::a,a,0
kylberg_000509,3,ceiling1,ceiling1::a,a,0
kylberg_000510,3,ceiling1,ceiling1::a,a,0
kylberg_000511,3,ceiling1,ceiling1::a,a,0
kylberg_000512,3,ceiling1,ceiling1::a,a,0
kylberg_000513,3,ceiling1,ceiling1::a,a,0
kylberg_000514,3,ceiling1,ceiling1::a,a,0
kylberg_000515,3,ceiling1,ceiling1::a,a,0
kylberg_000516,3,ceiling1,ceiling1::a,a,0
kylberg_000517,3,ceiling1,ceiling1::a,a,0
kylberg_000518,3,ceiling1,ceiling1::a,a,0
kylberg_000519,3,ceiling1,ceiling1::a,a,0
kylberg_000520,3,ceiling1,ceiling1::b,b,1
kylberg_000521,3,ceiling1,ceiling1::b,b,1
kylberg_000522,3,ceiling1,ceiling1::b,b,1
kylberg_000523,3,ceiling1,ceiling1::b,b,1
kylberg_000524,3,ceiling1,ceiling1::b,b,1
kylberg_000525,3,ceiling1,ceiling1::b,b,1
kylberg_000526,3,ceiling1,ceiling1::b,b,1
kylberg_000527,3,ceiling1,ceiling1::b,b,1
kylberg_000528,3,ceiling1,ceiling1::b,b,1
kylberg_000529,3,ceiling1,ceiling1::b,b,1
kylberg_000530,3,ceiling1,ceiling1::b,b,1
kylberg_000531,3,ceiling1,ceiling1::b,b,1
