image_id,class_id,class_name,group_id,source_id,outer_fold
fmd_000087,0,fabric,,,0
fmd_000088,0,fabric,,,4
fmd_000089,0,fabric,,,3
fmd_000090,0,fabric,,,3
fmd_000091,0,fabric,,,2
fmd_000092,0,fabric,,,1
fmd_000093,0,fabric,,,1
fmd_000094,0,fabric,,,4
fmd_000095,0,fabric,,,3
fmd_000096,0,fabric,,,2
fmd_000097,0,fabric,,,1
fmd_000098,0,fabric,,,0
fmd_000099,0,fabric,,,0
fmd_000100,1,foliage,,,4
fmd_000101,1,foliage,,,4
fmd_000102,1,foliage,,,0
fmd_000103,1,foliage,,,2
fmd_000104,1,foliage,,,1
fmd_000105,1,foliage,,,0
fmd_000106,1,foliage,,,2
fmd_000107,1,foliage,,,3
fmd_000108,1,foliage,,,4
fmd_000109,1,foliage,,,0
fmd_000110,1,foliage,,,2
fmd_000111,1,foliage,,,3
fmd_000112,1,foliage,,,3
fmd_000113,1,foliage,,,2
fmd_000114,1,foliage,,,2
fmd_000115,1,foliage,,,1
fmd_000116,1,foliage,,,0
fmd_000117,1,foliage,,,1
fmd_000118,1,foliage,,,2
fmd_000119,1,foliage,,,2
fmd_000120,1,foliage,,,3
fmd_000121,1,foliage,,,3
fmd_000122,1,foliage,,,1
fmd_000123,1,foliage,,,4
fmd_000124,1,foliage,,,3
fmd_000125,1,foliage,,,3
fmd_000126,1,foliage,,,4
fmd_000127,1,foliage,,,0
fmd_000128,1,foliage,,,1
fmd_000129,1,foliage,,,0
fmd_000130,1,foliage,,,0
fmd_000131,1,foliage,,,4
fmd_000132,1,foliage,,,1
fmd_000133,1,foliage,,,1
fmd_000134,1,foliage,,,1
fmd_000135,1,foliage,,,1
fmd_000136,1,foliage,,,1
fmd_000137,1,foliage,,,3
fmd_000138,1,foliage,,,2
fmd_000139,1,foliage,,,4
fmd_000140,1,foliage,,,2
fmd_000141,1,foliage,,,0
fmd_000142,1,foliage,,,3
fmd_000143,1,foliage,,,2
fmd_000144,1,foliage,,,3
fmd_000145,1,foliage,,,0
fmd_000146,1,foliage,,,0
fmd_000147,1,foliage,,,1
fmd_000148,1,foliage,,,4
fmd_000149,1,foliage,,,0
fmd_000150,1,foliage,,,0
fmd_000151,1,foliage,,,3
fmd_000152,1,foliage,,,4
fmd_000153,1,foliage,,,2
fmd_000154,1,foliage,,,0
fmd_000155,1,foliage,,,2
fmd_000156,1,foliage,,,1
fmd_000157,1,foliage,,,2
fmd_000158,1,foliage,,,2
fmd_000159,1,foliage,,,4
fmd_000160,1,foliage,,,4
fmd_000161,1,foliage,,,4
fmd_000162,1,foliage,,,1
fmd_000163,1,foliage,,,1
fmd_000164,1,foliage,,,3
fmd_000165,1,foliage,,,4
fmd_000166,1,foliage,,,2
fmd_000167,1,foliage,,,1
fmd_000168,1,foliage,,,2
fmd_000169,1,foliage,,,2
fmd_000170,1,foliage,,,4
fmd_000171,1,foliage,,,3
fmd_000172,1,foliage,,,4
fmd_000173,1,foliage,,,0
fmd_000174,1,foliage,,,3
fmd_000175,1,foliage,,,2
fmd_000176,1,foliage,,,3
fmd_000177,1,foliage,,,3
fmd_000178,1,foliage,,,3
fmd_000179,1,foliage,,,4
fmd_000180,1,foliage,,,1
fmd_000181,1,foliage,,,4
fmd_000182,1,foliage,,,0
fmd_000183,1,foliage,,,3
fmd_000184,1,foliage,,,3
fmd_000185,1,foliage,,,2
fmd_000186,1,foliage,,,0
fmd_000187,1,foliage,,,3
fmd_000188,1,foliage,,,1
fmd_000189,1,foliage,,,2
fmd_000190,1,foliage,,,0
fmd_000191,1,foliage,,,1
fmd_000192,1,foliage,,,1
fmd_000193,1,foliage,,,0
fmd_000194,1,foliage,,,0
fmd_000195,1,foliage,,,4
fmd_000196,1,foliage,,,0
fmd_000197,1,foliage,,,4
fmd_000198,1,foliage,,,1
fmd_000199,1,foliage,,,4
fmd_000200,2,glass,,,3
fmd_000201,2,glass,,,1
fmd_000202,2,glass,,,4
fmd_000203,2,glass,,,1
fmd_000204,2,glass,,,1
fmd_000205,2,glass,,,3
fmd_000206,2,glass,,,3
fmd_000207,2,glass,,,1
fmd_000208,2,glass,,,1
fmd_000209,2,glass,,,2
fmd_000210,2,glass,,,4
fmd_000211,2,glass,,,4
fmd_000212,2,glass,,,4
fmd_000213,2,glass,,,4
fmd_000214,2,glass,,,0
fmd_000215,2,glass,,,2
fmd_000216,2,glass,,,1
fmd_000217,2,glass,,,3
fmd_000218,2,glass,,,3
fmd_000219,2,glass,,,2
fmd_000220,2,glass,,,0
fmd_000221,2,glass,,,3
fmd_000222,2,glass,,,3
fmd_000223,2,glass,,,3
fmd_000224,2,glass,,,3
fmd_000225,2,glass,,,0
fmd_000226,2,glass,,,2
fmd_000227,2,glass,,,0
fmd_000228,2,glass,,,4
fmd_000229,2,glass,,,1
fmd_000230,2,glass,,,0
fmd_000231,2,glass,,,4
fmd_000232,2,glass,,,3
fmd_000233,2,glass,,,0
fmd_000234,2,glass,,,3
fmd_000235,2,glass,,,3
fmd_000236,2,glass,,,4
fmd_000237,2,glass,,,1
fmd_000238,2,glass,,,4
fmd_000239,2,glass,,,2
fmd_000240,2,glass,,,4
fmd_000241,2,glass,,,3
fmd_000242,2,glass,,,3
fmd_000243,2,glass,,,2
fmd_000244,2,glass,,,0
fmd_000245,2,glass,,,1
fmd_000246,2,glass,,,3
fmd_000247,2,glass,,,2
fmd_000248,2,glass,,,4
fmd_000249,2,glass,,,2
fmd_000250,2,glass,,,1
fmd_000251,2,glass,,,4
fmd_000252,2,glass,,,2
fmd_000253,2,glass,,,0
fmd_000254,2,glass,,,3
fmd_000255,2,glass,,,2
fmd_000256,2,glass,,,0
fmd_000257,2,glass,,,2
fmd_000258,2,glass,,,0
fmd_000259,2,glass,,,1
fmd_000260,2,glass,,,0
fmd_000261,2,glass,,,4
fmd_000262,2,glass,,,4
fmd_000263,2,glass,,,2
fmd_000264,2,glass,,,0
fmd_000265,2,glass,,,3
fmd_000266,2,glass,,,2
fmd_000267,2,glass,,,0
fmd_000268,2,glass,,,2
fmd_000269,2,glass,,,3
fmd_000270,2,glass,,,4
fmd_000271,2,glass,,,4
fmd_000272,2,glass,,,2
fmd_000273,2,glass,,,1
fmd_000274,2,glass,,,2
fmd_000275,2,glass,,,2
fmd_000276,2,glass,,,1
fmd_000277,2,glass,,,1
fmd_000278,2,glass,,,1
fmd_000279,2,glass,,,0
fmd_000280,2,glass,,,2
fmd_000281,2,glass,,,3
fmd_000282,2,glass,,,0
fmd_000283,2,glass,,,4
fmd_000284,2,glass,,,1
fmd_000285,2,glass,,,3
fmd_000286,2,glass,,,2
fmd_000287,2,glass,,,1
fmd_000288,2,glass,,,2
fmd_000289,2,glass,,,1
fmd_000290,2,glass,,,4
fmd_000291,2,glass,,,0
fmd_000292,2,glass,,,4
fmd_000293,2,glass,,,4
fmd_000294,2,glass,,,1
fmd_000295,2,glass,,,0
fmd_000296,2,glass,,,0
fmd_000297,2,glass,,,1
fmd_000298,2,glass,,,0
fmd_000299,2,glass,,,0
fmd_000300,3,leather,,,2
fmd_000301,3,leather,,,1
fmd_000302,3,leather,,,1
fmd_000303,3,leather,,,3
fmd_000304,3,leather,,,1
fmd_000305,3,leather,,,1
fmd_000306,3,leather,,,0
fmd_000307,3,leather,,,1
fmd_000308,3,leather,,,2
fmd_000309,3,leather,,,1
fmd_000310,3,leather,,,0
fmd_000311,3,leather,,,2
fmd_000312,3,leather,,,4
fmd_000313,3,leather,,,3
fmd_000314,3,leather,,,3
fmd_000315,3,leather,,,0
fmd_000316,3,leather,,,4
fmd_000317,3,leather,,,3
fmd_000318,3,leather,,,3
fmd_000319,3,leather,,,3
fmd_000320,3,leather,,,4
fmd_000321,3,leather,,,4
fmd_000322,3,leather,,,3
fmd_000323,3,leather,,,0
fmd_000324,3,leather,,,1
fmd_000325,3,leather,,,1
fmd_000326,3,leather,,,0
fmd_000327,3,leather,,,3
fmd_000328,3,leather,,,0
fmd_000329,3,leather,,,0
fmd_000330,3,leather,,,2
fmd_000331,3,leather,,,2
fmd_000332,3,leather,,,3
fmd_000333,3,leather,,,3
fmd_000334,3,leather,,,0
fmd_000335,3,leather,,,1
fmd_000336,3,leather,,,4
fmd_000337,3,leather,,,0
fmd_000338,3,leather,,,1
fmd_000339,3,leather,,,2
fmd_000340,3,leather,,,4
fmd_000341,3,leather,,,0
fmd_000342,3,leather,,,0
fmd_000343,3,leather,,,0
fmd_000344,3,leather,,,2
fmd_000345,3,leather,,,2
fmd_000346,3,leather,,,1
fmd_000347,3,leather,,,1
fmd_000348,3,leather,,,2
fmd_000349,3,leather,,,4
fmd_000350,3,leather,,,0
fmd_000351,3,leather,,,3
fmd_000352,3,leather,,,2
fmd_000353,3,leather,,,3
fmd_000354,3,leather,,,0
fmd_000355,3,leather,,,2
fmd_000356,3,leather,,,1
fmd_000357,3,leather,,,2
fmd_000358,3,leather,,,2
fmd_000359,3,leather,,,2
fmd_000360,3,leather,,,2
fmd_000361,3,leather,,,1
fmd_000362,3,leather,,,1
fmd_000363,3,leather,,,3
fmd_000364,3,leather,,,3
fmd_000365,3,leather,,,4
fmd_000366,3,leather,,,4
fmd_000367,3,leather,,,1
fmd_000368,3,leather,,,1
fmd_000369,3,leather,,,0
fmd_000370,3,leather,,,4
fmd_000371,3,leather,,,4
fmd_000372,3,leather,,,0
fmd_000373,3,leather,,,1
fmd_000374,3,leather,,,3
fmd_000375,3,leather,,,3
fmd_000376,3,leather,,,4
fmd_000377,3,leather,,,4
fmd_000378,3,leather,,,4
fmd_000379,3,leather,,,0
fmd_000380,3,leather,,,1
fmd_000381,3,leather,,,3
fmd_000382,3,leather,,,2
fmd_000383,3,leather,,,2
fmd_000384,3,leather,,,0
fmd_000385,3,leather,,,4
fmd_000386,3,leather,,,1
fmd_000387,3,leather,,,2
fmd_000388,3,leather,,,0
fmd_000389,3,leather,,,4
fmd_000390,3,leather,,,3
fmd_000391,3,leather,,,2
fmd_000392,3,leather,,,4
fmd_000393,3,leather,,,0
fmd_000394,3,leather,,,4
fmd_000395,3,leather,,,3
fmd_000396,3,leather,,,4
fmd_000397,3,leather,,,2
fmd_000398,3,leather,,,3
fmd_000399,3,leather,,,4
fmd_000400,4,metal,,,3
fmd_000401,4,metal,,,2
fmd_000402,4,metal,,,2
fmd_000403,4,metal,,,2
fmd_000404,4,metal,,,1
fmd_000405,4,metal,,,4
fmd_000406,4,metal,,,3
fmd_000407,4,metal,,,2
fmd_000408,4,metal,,,2
fmd_000409,4,metal,,,3
fmd_000410,4,metal,,,1
fmd_000411,4,metal,,,2
fmd_000412,4,metal,,,1
fmd_000413,4,metal,,,0
fmd_000414,4,metal,,,4
fmd_000415,4,metal,,,4
fmd_000416,4,metal,,,3
fmd_000417,4,metal,,,0
fmd_000418,4,metal,,,1
fmd_000419,4,metal,,,2
fmd_000420,4,metal,,,1
fmd_000421,4,metal,,,3
fmd_000422,4,metal,,,0
fmd_000423,4,metal,,,4
fmd_000424,4,metal,,,3
fmd_000425,4,metal,,,0
fmd_000426,4,metal,,,4
fmd_000427,4,metal,,,1
fmd_000428,4,metal,,,0
fmd_000429,4,metal,,,1
fmd_000430,4,metal,,,2
fmd_000431,4,metal,,,2
fmd_000432,4,metal,,,4
fmd_000433,4,metal,,,0
fmd_000434,4,metal,,,4
fmd_000435,4,metal,,,2
fmd_000436,4,metal,,,1
fmd_000437,4,metal,,,3
fmd_000438,4,metal,,,4
fmd_000439,4,metal,,,3
fmd_000440,4,metal,,,4
fmd_000441,4,metal,,,3
fmd_000442,4,metal,,,0
fmd_000443,4,metal,,,2
fmd_000444,4,metal,,,3
fmd_000445,4,metal,,,2
fmd_000446,4,metal,,,2
fmd_000447,4,metal,,,1
fmd_000448,4,metal,,,3
fmd_000449,4,metal,,,4
fmd_000450,4,metal,,,4
fmd_000451,4,metal,,,4
fmd_000452,4,metal,,,3
fmd_000453,4,metal,,,1
fmd_000454,4,metal,,,3
fmd_000455,4,metal,,,3
fmd_000456,4,metal,,,2
fmd_000457,4,metal,,,1
fmd_000458,4,metal,,,0
fmd_000459,4,metal,,,4
fmd_000460,4,metal,,,1
fmd_000461,4,metal,,,3
fmd_000462,4,metal,,,3
fmd_000463,4,metal,,,0
fmd_000464,4,metal,,,2
fmd_000465,4,metal,,,4
fmd_000466,4,metal,,,4
fmd_000467,4,metal,,,1
fmd_000468,4,metal,,,3
fmd_000469,4,metal,,,0
fmd_000470,4,metal,,,2
fmd_000471,4,metal,,,4
fmd_000472,4,metal,,,1
fmd_000473,4,metal,,,3
fmd_000474,4,metal,,,2
fmd_000475,4,metal,,,1
fmd_000476,4,metal,,,3
fmd_000477,4,metal,,,1
fmd_000478,4,metal,,,4
fmd_000479,4,metal,,,0
fmd_000480,4,metal,,,3
fmd_000481,4,metal,,,4
fmd_000482,4,metal,,,2
fmd_000483,4,metal,,,0
fmd_000484,4,metal,,,0
fmd_000485,4,metal,,,4
fmd_000486,4,metal,,,1
fmd_000487,4,metal,,,1
fmd_000488,4,metal,,,0
fmd_000489,4,metal,,,1
fmd_000490,4,metal,,,0
fmd_000491,4,metal,,,2
fmd_000492,4,metal,,,0
fmd_000493,4,metal,,,4
fmd_000494,4,metal,,,0
fmd_000495,4,metal,,,0
fmd_000496,4,metal,,,1
fmd_000497,4,metal,,,0
fmd_000498,4,metal,,,0
fmd_000499,4,metal,,,2
fmd_000500,5,paper,,,1
fmd_000501,5,paper,,,2
fmd_000502,5,paper,,,4
fmd_000503,5,paper,,,4
fmd_000504,5,paper,,,2
fmd_000505,5,paper,,,0
fmd_000506,5,paper,,,2
fmd_000507,5,paper,,,0
fmd_000508,5,paper,,,2
fmd_000509,5,paper,,,4
fmd_000510,5,paper,,,0
fmd_000511,5,paper,,,3
fmd_000512,5,paper,,,2
fmd_000513,5,paper,,,4
fmd_000514,5,paper,,,4
fmd_000515,5,paper,,,4
fmd_000516,5,paper,,,0
fmd_000517,5,paper,,,3
fmd_000518,5,paper,,,2
fmd_000519,5,paper,,,2
fmd_000520,5,paper,,,1
fmd_000521,5,paper,,,4
fmd_000522,5,paper,,,4
fmd_000523,5,paper,,,2
fmd_000524,5,paper,,,0
fmd_000525,5,paper,,,1
fmd_000526,5,paper,,,2
fmd_000527,5,paper,,,1
fmd_000528,5,paper,,,3
fmd_000529,5,paper,,,4
fmd_000530,5,paper,,,3
fmd_000531,5,paper,,,3
fmd_000532,5,paper,,,1
fmd_000533,5,paper,,,1
fmd_000534,5,paper,,,3
fmd_000535,5,paper,,,3
fmd_000536,5,paper,,,1
fmd_000537,5,paper,,,4
fmd_000538,5,paper,,,3
fmd_000539,5,paper,,,1
fmd_000540,5,paper,,,1
fmd_000541,5,paper,,,4
fmd_000542,5,paper,,,0
fmd_000543,5,paper,,,4
fmd_000544,5,paper,,,1
fmd_000545,5,paper,,,3
fmd_000546,5,paper,,,3
fmd_000547,5,paper,,,4
fmd_000548,5,paper,,,0
fmd_000549,5,paper,,,0
fmd_000550,5,paper,,,1
fmd_000551,5,paper,,,0
fmd_000552,5,paper,,,2
fmd_000553,5,paper,,,2
fmd_000554,5,paper,,,1
fmd_000555,5,paper,,,1
fmd_000556,5,paper,,,3
fmd_000557,5,paper,,,4
fmd_000558,5,paper,,,0
fmd_000559,5,paper,,,1
fmd_000560,5,paper,,,1
fmd_000561,5,paper,,,2
fmd_000562,5,paper,,,0
fmd_000563,5,paper,,,3
fmd_000564,5,paper,,,0
fmd_000565,5,paper,,,3
fmd_000566,5,paper,,,0
fmd_000567,5,paper,,,2
fmd_000568,5,paper,,,3
fmd_000569,5,paper,,,1
fmd_000570,5,paper,,,2
fmd_000571,5,paper,,,2
fmd_000572,5,paper,,,4
fmd_000573,5,paper,,,1
fmd_000574,5,paper,,,4
fmd_000575,5,paper,,,0
fmd_000576,5,paper,,,1
fmd_000577,5,paper,,,3
fmd_000578,5,paper,,,0
fmd_000579,5,paper,,,3
fmd_000580,5,paper,,,0
fmd_000581,5,paper,,,2
fmd_000582,5,paper,,,2
fmd_000583,5,paper,,,2
fmd_000584,5,paper,,,1
fmd_000585,5,paper,,,4
fmd_000586,5,paper,,,3
fmd_000587,5,paper,,,0
fmd_000588,5,paper,,,4
fmd_000589,5,paper,,,4
fmd_000590,5,paper,,,2
fmd_000591,5,paper,,,0
fmd_000592,5,paper,,,4
fmd_000593,5,paper,,,3
fmd_000594,5,paper,,,3
fmd_000595,5,paper,,,0
fmd_000596,5,paper,,,1
fmd_000597,5,paper,,,3
fmd_000598,5,paper,,,2
fmd_000599,5,paper,,,0
fmd_000600,6,plastic,,,2
fmd_000601,6,plastic,,,3
fmd_000602,6,plastic,,,3
fmd_000603,6,plastic,,,4
fmd_000604,6,plastic,,,4
fmd_000605,6,plastic,,,3
fmd_000606,6,plastic,,,3
fmd_000607,6,plastic,,,0
fmd_000608,6,plastic,,,3
fmd_000609,6,plastic,,,0
fmd_000610,6,plastic,,,3
fmd_000611,6,plastic,,,0
fmd_000612,6,plastic,,,3
fmd_000613,6,plastic,,,2
fmd_000614,6,plastic,,,0
fmd_000615,6,plastic,,,0
fmd_000616,6,plastic,,,0
fmd_000617,6,plastic,,,2
fmd_000618,6,plastic,,,4
fmd_000619,6,plastic,,,1
fmd_000620,6,plastic,,,1
fmd_000621,6,plastic,,,3
fmd_000622,6,plastic,,,3
fmd_000623,6,plastic,,,1
fmd_000624,6,plastic,,,3
fmd_000625,6,plastic,,,4
fmd_000626,6,plastic,,,0
fmd_000627,6,plastic,,,3
fmd_000628,6,plastic,,,0
fmd_000629,6,plastic,,,2
fmd_000630,6,plastic,,,2
fmd_000631,6,plastic,,,1
fmd_000632,6,plastic,,,0
fmd_000633,6,plastic,,,4
fmd_000634,6,plastic,,,1
fmd_000635,6,plastic,,,3
fmd_000636,6,plastic,,,1
fmd_000637,6,plastic,,,0
fmd_000638,6,plastic,,,2
fmd_000639,6,plastic,,,4
fmd_000640,6,plastic,,,4
fmd_000641,6,plastic,,,3
fmd_000642,6,plastic,,,2
fmd_000643,6,plastic,,,3
fmd_000644,6,plastic,,,0
fmd_000645,6,plastic,,,3
fmd_000646,6,plastic,,,1
fmd_000647,6,plastic,,,3
fmd_000648,6,plastic,,,4
fmd_000649,6,plastic,,,1
fmd_000650,6,plastic,,,2
fmd_000651,6,plastic,,,0
fmd_000652,6,plastic,,,4
fmd_000653,6,plastic,,,1
fmd_000654,6,plastic,,,2
fmd_000655,6,plastic,,,4
fmd_000656,6,plastic,,,1
fmd_000657,6,plastic,,,0
fmd_000658,6,plastic,,,2
fmd_000659,6,plastic,,,3
fmd_000660,6,plastic,,,0
fmd_000661,6,plastic,,,4
fmd_000662,6,plastic,,,4
fmd_000663,6,plastic,,,0
fmd_000664,6,plastic,,,4
fmd_000665,6,plastic,,,2
fmd_000666,6,plastic,,,2
fmd_000667,6,plastic,,,2
fmd_000668,6,plastic,,,1
fmd_000669,6,plastic,,,1
fmd_000670,6,plastic,,,1
fmd_000671,6,plastic,,,1
fmd_000672,6,plastic,,,0
fmd_000673,6,plastic,,,1
fmd_000674,6,plastic,,,2
fmd_000675,6,plastic,,,4
fmd_000676,6,plastic,,,1
fmd_000677,6,plastic,,,4
fmd_000678,6,plastic,,,3
fmd_000679,6,plastic,,,4
fmd_000680,6,plastic,,,2
fmd_000681,6,plastic,,,4
fmd_000682,6,plastic,,,4
fmd_000683,6,plastic,,,2
fmd_000684,6,plastic,,,1
fmd_000685,6,plastic,,,3
fmd_000686,6,plastic,,,0
fmd_000687,6,plastic,,,1
fmd_000688,6,plastic,,,1
fmd_000689,6,plastic,,,2
fmd_000690,6,plastic,,,4
fmd_000691,6,plastic,,,0
fmd_000692,6,plastic,,,1
fmd_000693,6,plastic,,,2
fmd_000694,6,plastic,,,2
fmd_000695,6,plastic,,,3
fmd_000696,6,plastic,,,0
fmd_000697,6,plastic,,,2
fmd_000698,6,plastic,,,0
fmd_000699,6,plastic,,,4
fmd_000700,7,stone,,,1
fmd_000701,7,stone,,,2
fmd_000702,7,stone,,,4
fmd_000703,7,stone,,,2
fmd_000704,7,stone,,,2
fmd_000705,7,stone,,,2
fmd_000706,7,stone,,,3
fmd_000707,7,stone,,,2
fmd_000708,7,stone,,,0
fmd_000709,7,stone,,,3
fmd_000710,7,stone,,,4
fmd_000711,7,stone,,,3
fmd_000712,7,stone,,,3
fmd_000713,7,stone,,,3
fmd_000714,7,stone,,,1
fmd_000715,7,stone,,,0
fmd_000716,7,stone,,,0
fmd_000717,7,stone,,,0
fmd_000718,7,stone,,,4
fmd_000719,7,stone,,,4
fmd_000720,7,stone,,,3
fmd_000721,7,stone,,,3
fmd_000722,7,stone,,,1
fmd_000723,7,stone,,,4
fmd_000724,7,stone,,,2
fmd_000725,7,stone,,,4
fmd_000726,7,stone,,,0
fmd_000727,7,stone,,,0
fmd_000728,7,stone,,,0
fmd_000729,7,stone,,,0
fmd_000730,7,stone,,,3
fmd_000731,7,stone,,,1
fmd_000732,7,stone,,,0
fmd_000733,7,stone,,,1
fmd_000734,7,stone,,,4
fmd_000735,7,stone,,,1
fmd_000736,7,stone,,,2
fmd_000737,7,stone,,,2
fmd_000738,7,stone,,,4
fmd_000739,7,stone,,,4
fmd_000740,7,stone,,,3
fmd_000741,7,stone,,,3
fmd_000742,7,stone,,,0
fmd_000743,7,stone,,,3
fmd_000744,7,stone,,,2
fmd_000745,7,stone,,,2
fmd_000746,7,stone,,,2
fmd_000747,7,stone,,,0
fmd_000748,7,stone,,,0
fmd_000749,7,stone,,,1
fmd_000750,7,stone,,,1
fmd_000751,7,stone,,,1
fmd_000752,7,stone,,,1
fmd_000753,7,stone,,,4
fmd_000754,7,stone,,,1
fmd_000755,7,stone,,,0
fmd_000756,7,stone,,,3
fmd_000757,7,stone,,,2
fmd_000758,7,stone,,,4
fmd_000759,7,stone,,,2
fmd_000760,7,stone,,,4
fmd_000761,7,stone,,,1
fmd_000762,7,stone,,,3
fmd_000763,7,stone,,,3
fmd_000764,7,stone,,,2
fmd_000765,7,stone,,,1
fmd_000766,7,stone,,,1
fmd_000767,7,stone,,,4
fmd_000768,7,stone,,,0
fmd_000769,7,stone,,,1
fmd_000770,7,stone,,,1
fmd_000771,7,stone,,,3
fmd_000772,7,stone,,,3
fmd_000773,7,stone,,,4
fmd_000774,7,stone,,,4
fmd_000775,7,stone,,,0
fmd_000776,7,stone,,,0
fmd_000777,7,stone,,,2
fmd_000778,7,stone,,,1
fmd_000779,7,stone,,,2
fmd_000780,7,stone,,,0
fmd_000781,7,stone,,,1
fmd_000782,7,stone,,,4
fmd_000783,7,stone,,,2
fmd_000784,7,stone,,,4
fmd_000785,7,stone,,,4
fmd_000786,7,stone,,,0
fmd_000787,7,stone,,,3
fmd_000788,7,stone,,,0
fmd_000789,7,stone,,,3
fmd_000790,7,stone,,,4
fmd_000791,7,stone,,,0
fmd_000792,7,stone,,,3
fmd_000793,7,stone,,,2
fmd_000794,7,stone,,,3
fmd_000795,7,stone,,,2
fmd_000796,7,stone,,,1
fmd_000797,7,stone,,,1
fmd_000798,7,stone,,,4
fmd_000799,7,stone,,,2
fmd_000800,8,water,,,2
fmd_000801,8,water,,,2
fmd_000802,8,water,,,3
fmd_000803,8,water,,,2
fmd_000804,8,water,,,0
fmd_000805,8,water,,,2
fmd_000806,8,water,,,4
fmd_000807,8,water,,,3
fmd_000808,8,water,,,3
fmd_000809,8,water,,,1
fmd_000810,8,water,,,1
fmd_000811,8,water,,,2
fmd_000812,8,water,,,3
fmd_000813,8,water,,,3
fmd_000814,8,water,,,4
fmd_000815,8,water,,,3
fmd_000816,8,water,,,4
fmd_000817,8,water,,,4
fmd_000818,8,water,,,4
fmd_000819,8,water,,,2
fmd_000820,8,water,,,3
fmd_000821,8,water,,,1
fmd_000822,8,water,,,4
fmd_000823,8,water,,,1
fmd_000824,8,water,,,0
fmd_000825,8,water,,,0
fmd_000826,8,water,,,1
fmd_000827,8,water,,,3
fmd_000828,8,water,,,1
fmd_000829,8,water,,,2
fmd_000830,8,water,,,4
fmd_000831,8,water,,,2
fmd_000832,8,water,,,1
fmd_000833,8,water,,,0
fmd_000834,8,water,,,1
fmd_000835,8,water,,,3
fmd_000836,8,water,,,0
fmd_000837,8,water,,,0
fmd_000838,8,water,,,3
fmd_000839,8,water,,,2
fmd_000840,8,water,,,0
fmd_000841,8,water,,,0
fmd_000842,8,water,,,1
fmd_000843,8,water,,,3
fmd_000844,8,water,,,1
fmd_000845,8,water,,,4
fmd_000846,8,water,,,2
fmd_000847,8,water,,,2
fmd_000848,8,water,,,4
fmd_000849,8,water,,,3
fmd_000850,8,water,,,1
fmd_000851,8,water,,,4
fmd_000852,8,water,,,0
fmd_000853,8,water,,,3
fmd_000854,8,water,,,1
fmd_000855,8,water,,,3
