image_id,filepath,class_name,group_id,source_id,scale,pose,illumination,image_condition,dataset,class_id,decode_ok,sha256,phash
fmd_000033,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_034_new.jpg,fabric,,,,,,,fmd,0,True,90f5862b420944b3b30f9821b6b9bb9a3275c7e2b6b1b46bbd5327451ba35fe1,8257972be7a66286
fmd_000034,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_035_new.jpg,fabric,,,,,,,fmd,0,True,2962a201dc6a6a9fd12351d9bb0f032ed29b9c55af2430c4e011f5ed2f16ef97,99337a9500faf21d
fmd_000035,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_036_new.jpg,fabric,,,,,,,fmd,0,True,f6e38cd989bc21f3b853e7d46f1ec43425087830c844db26276c7fae55a41231,c4f58598f92d2c66
fmd_000036,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_037_new.jpg,fabric,,,,,,,fmd,0,True,4e48ac47b5e8a62f78d9299bac0ff8df1c1a5eff94cf7e28f41b3cc52dc56dd0,8221bf82f83f3cd2
fmd_000037,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_038_new.jpg,fabric,,,,,,,fmd,0,True,bae7e24d5eec7e2d83058cee60b0c009fab7f3b5d746779db157d0620db96a97,9f6c0102fd58793d
fmd_000038,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_039_new.jpg,fabric,,,,,,,fmd,0,True,c9375894cb697ffc92e95e43f954fa13d1687a0ffc92187a7e514dcd6b456dfd,98889998afb5964f
fmd_000039,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_040_new.jpg,fabric,,,,,,,fmd,0,True,575e86eb3152d539e0f556dae4d3bd45f348efd66e35d42fa2e932c1171d9d60,c179c77a06b64bc4
fmd_000040,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_041_new.jpg,fabric,,,,,,,fmd,0,True,f585e3386eaa30c283696978efd3e0ce9ec71ad24569dd1120167a0ab941106e,97804fb156a65d8d
fmd_000041,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_042_new.jpg,fabric,,,,,,,fmd,0,True,91ae8714a015f6684e5a3c29f330fac7cee69b688f0cbbc8da3c64c2628473e7,b88e3c73ed2c0b16
fmd_000042,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_043_new.jpg,fabric,,,,,,,fmd,0,True,6ab149df2e28eb89ebe96dda8f0d2b077fa7c83d9319dcaf3c3555b7e9a0a677,d16953e04c7f2e16
fmd_000043,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_044_new.jpg,fabric,,,,,,,fmd,0,True,36d4553a537202d6f90c41173ca9ae873a6fa2a00aa3c7aef15605e705733e56,c0e4d65b4d753a2c
fmd_000044,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_045_new.jpg,fabric,,,,,,,fmd,0,True,b20303da647a3620159ee487bf33e922df5a7da02afd8b53a134c91340c7cb11,c9db3d40fe19125c
fmd_000045,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_046_new.jpg,fabric,,,,,,,fmd,0,True,b38c0a0c26b59da0ac866bad5d873bcced3d4af962cadf6ef9f803071cb6b231,c8c204ae6ef52b67
fmd_000046,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_047_new.jpg,fabric,,,,,,,fmd,0,True,a775a257d8020d78d5476ce912ff1cbb3331c780a63aa456458ceb5151a32ad0,cc7c9b9099b15aa5
fmd_000047,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_048_new.jpg,fabric,,,,,,,fmd,0,True,3f0f45b68d74909ac1704ee5efb9f49c92546cc3455a18d5114902cb246748bf,c8972d5bf41f205c
fmd_000048,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_049_new.jpg,fabric,,,,,,,fmd,0,True,0b2a7e062ebe909dd332e25b75a73e9cc0db212e52b68a53b127a467ed39dd74,b6d0a4b49ba46e66
fmd_000049,/content/cossdf_work/datasets/fmd/image/fabric/fabric_moderate_050_new.jpg,fabric,,,,,,,fmd,0,True,7b9aff195c1ea951c89e50703340cace1e65d6dfd857d72883de19acedd179eb,846ab17b9dc34f60
fmd_000050,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_001_new.jpg,fabric,,,,,,,fmd,0,True,0deb52aaca84453f3e9318885fed6a2e9627db8a21118677e7ce990393b59e48,f393263364ce8ccc
fmd_000051,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_002_new.jpg,fabric,,,,,,,fmd,0,True,92a5a1046f6bc3337d53c0eb6c8688306eb0e0ae8e93aed3b3fb7f7aee68b239,f89ce0709b47c3cc
fmd_000052,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_003_new.jpg,fabric,,,,,,,fmd,0,True,be118d0a66ba4a8694648fbf2d614ccc51551e9916450cfe996834fbb419aee2,df528df845acc10d
fmd_000053,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_004_new.jpg,fabric,,,,,,,fmd,0,True,4fbfd08a7e91579aa54071d2c07f1aef024c52d9fee338e2ba1c17a17b04bb44,eac0d51ba43d46b5
fmd_000054,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_005_new.jpg,fabric,,,,,,,fmd,0,True,788877013df7368114f5b19e4bd65db132ab455c742138e76f070493827a3ab4,abd4b7928958a4cd
fmd_000055,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_006_new.jpg,fabric,,,,,,,fmd,0,True,9d2847e0b2f0cef7219287b9f3a2cf2343175037c966441cf2a9c229e074bf93,ffa8a085d716ca1a
fmd_000056,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_007_new.jpg,fabric,,,,,,,fmd,0,True,0814fc3eebec878512d367516641b5e5b042775d9b8dd23cd4335121914b5858,eb97811e973a9461
fmd_000057,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_008_new.jpg,fabric,,,,,,,fmd,0,True,1d0e28eb4c4a9056cda7e5994921395c96064920d095235d9742ae37afe7b7b1,c6e52d9a646d589c
fmd_000058,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_009_new.jpg,fabric,,,,,,,fmd,0,True,be3bfabfaf5e9421d2dc9c6895090d35f94a95f5739ef270812eff724ed7c89a,91d5e78726dd3061
fmd_000059,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_010_new.jpg,fabric,,,,,,,fmd,0,True,989760196b0744e1a21da2e78b811eeea93233839b8d033aa95502ee9658ce53,ebd40427bcb662c9
fmd_000060,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_011_new.jpg,fabric,,,,,,,fmd,0,True,deb91cfeccff1345fedd7163bba9380757683bb4f5b0f2e0b65b05eb8a9bc552,d1680eb5fe534a07
fmd_000061,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_012_new.jpg,fabric,,,,,,,fmd,0,True,df03b29d9c2d26b543bbb82337936716a5d04a29ec7e1bfc334149c68e3057ca,cc8d230a7ad207fb
fmd_000062,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_013_new.jpg,fabric,,,,,,,fmd,0,True,281ef5c6c0eba0ad9c3a7bd7cdb1034ff84a02ae0b4479c151de783b2e601d0d,c5075ed9f49e2162
fmd_000063,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_014_new.jpg,fabric,,,,,,,fmd,0,True,964d63935f81f7ee36f93766fe9d695504be0cc2194f3ed75d4ca8e58dc90b4e,f68d68678f1a3143
fmd_000064,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_015_new.jpg,fabric,,,,,,,fmd,0,True,2e97fa8d6a3ced2d10ecac6f8ce3b4a9159a724befe11645f9cb5dc45cf525e3,b9d5ca89d689949a
fmd_000065,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_016_new.jpg,fabric,,,,,,,fmd,0,True,cd58e5523c4be72827dc718a7a7482019811bd596dc5846285cb9d55d5c15f5e,afe4941a62939b9c
fmd_000066,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_017_new.jpg,fabric,,,,,,,fmd,0,True,500f22a2010b8897855ab0abe3fc8782e1b32ef3ee7be0d3c014cbe00e77cd15,d68e7df11456901e
fmd_000067,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_018_new.jpg,fabric,,,,,,,fmd,0,True,e741121342cbbb8ad9ea665c6e7d79ccceb29f23c10c9325c63c692db6ee42af,cdf99a30c71493c6
fmd_000068,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_019_new.jpg,fabric,,,,,,,fmd,0,True,d355ae4cfc444725cf82b874f642604da4f458a10f15df3cf7d3e6a3ffec83fb,82292d36ffd898ca
fmd_000069,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_020_new.jpg,fabric,,,,,,,fmd,0,True,74137069832b91c0f1b2ed8ef799e84702c32abc426ba7715488f6a5ae1d7370,d50af51fe6c80999
fmd_000070,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_021_new.jpg,fabric,,,,,,,fmd,0,True,7488340d6661e0155ce1c22634b77f4a5093d040bca06317c5289936c5e80137,95f93a73323c690a
fmd_000071,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_022_new.jpg,fabric,,,,,,,fmd,0,True,fb37379eb28f9da3e14b1f6768e0e8cf32f997bc2ba713c5cbe46cae374118da,c6767d25309b9ca4
fmd_000072,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_023_new.jpg,fabric,,,,,,,fmd,0,True,5ff0c071671dd61d28384187535ab04004133c993abb55a290a3a664b38c84fc,bde01c90e51e4fb4
fmd_000073,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_024_new.jpg,fabric,,,,,,,fmd,0,True,b3d50c9cdeecb4214b26fdcdf00c39ff0c804bb759b30336986967eeb5eb0d46,f96175e157544646
fmd_000074,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_025_new.jpg,fabric,,,,,,,fmd,0,True,7035a12878d43b4b7f9672dd7b8991de939cd6e904bdf7d00412b0e685e61471,96d5d543a8ea817c
fmd_000075,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_026_new.jpg,fabric,,,,,,,fmd,0,True,be60392daf4cb73530342337ee7b0a51fd9167a00245f7003b37f469f4c2e52b,b99fc1e0c89f061e
fmd_000076,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_027_new.jpg,fabric,,,,,,,fmd,0,True,7785bf8b276a81c64b48c1b9114ba987febd6c7d60e5d041732558de9f20d1c5,e564223b6a5b72cc
fmd_000077,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_028_new.jpg,fabric,,,,,,,fmd,0,True,f53eaf832f0952437576b629fcdcb6f048f5fd35f471c230d757152890bdb597,b93c25e632d2d2d2
fmd_000078,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_029_new.jpg,fabric,,,,,,,fmd,0,True,ec16199db2a000363f54495ce6ece64a2d93ca54ec8d0e8e13596159cc4d378c,8586c4a6db772359
fmd_000079,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_030_new.jpg,fabric,,,,,,,fmd,0,True,ed59c3fc0fbf68746244a643d25d1870c78ab5f2b2e0183348c14f09bdf43aa5,9fb3ccdd080964ce
fmd_000080,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_031_new.jpg,fabric,,,,,,,fmd,0,True,736aca0251bdd04ca54934d8f68b700341a2234a9fd4b9aeadfe9deaa20d795e,8ccc7233b7d3410f
fmd_000081,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_032_new.jpg,fabric,,,,,,,fmd,0,True,66dc0770009125bb64b86588f03c8dc5739715582f1499d2bf965a016fb1a807,f38e0cc9c0e6b31b
fmd_000082,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_033_new.jpg,fabric,,,,,,,fmd,0,True,26c6a3180990d0048a2f1cbe47c259908db0c07de6a4cb955e04c61733b47406,db10e64c21cbb63e
fmd_000083,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_034_new.jpg,fabric,,,,,,,fmd,0,True,56a4b96e2e8aa25d5df1abfc5e86ec5622e93fc36dedc81a3f60e97206ac7ffc,ef809b8f645b630c
fmd_000084,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_035_new.jpg,fabric,,,,,,,fmd,0,True,7f20d653e8d2d2331faa113e88187c19b32d48d5fe619a07fc0932c16f0205b9,ff4b3f68086b3860
fmd_000085,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_036_new.jpg,fabric,,,,,,,fmd,0,True,65b4fcc4c32f25b3a5c2c11574e773e2bd85d14d39dd6084679d3417ebb9735d,d53f7a182c709ec1
fmd_000086,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_037_new.jpg,fabric,,,,,,,fmd,0,True,3aa6603a8347bf8d25d2627b37ac5d5ae5b9df7e3422190de0844fab99dec6aa,d58c1e923929be74
fmd_000087,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_038_new.jpg,fabric,,,,,,,fmd,0,True,d7442998624740e6bc0345452dccda5ae2b904873fe838bb5b7cf1eb04e3236e,bf2fbc74d440c4a2
fmd_000088,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_039_new.jpg,fabric,,,,,,,fmd,0,True,ce4e009f44113e8656635478139629f2567ec1563a1a6c3f2859b0f191e560c6,d0ae3bd57cc94017
fmd_000089,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_040_new.jpg,fabric,,,,,,,fmd,0,True,8131bdce3a9291fade44113c86e2a1ab9697aeb043af50b684c7f08d2b533d19,991b63e61ea1629e
fmd_000090,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_041_new.jpg,fabric,,,,,,,fmd,0,True,78926e09efd38c4678ab0e91354e32e7d8edcbe3d87089aa32502051fc885fad,8d9233dc5a6ed027
fmd_000091,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_042_new.jpg,fabric,,,,,,,fmd,0,True,8c7788e38ac56bd04e1965d5386fea94ad63d679a114717e360f79fb3cdc801d,afabad852888dc87
fmd_000092,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_043_new.jpg,fabric,,,,,,,fmd,0,True,99cb4c45f13100e76212fddea1edcffa1c4810dce1ad36c26089c2e53db857ea,b8ac37b855a827d1
fmd_000093,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_044_new.jpg,fabric,,,,,,,fmd,0,True,fb2a055bcb1c06259fba78add0a52fb6fa9a54954e43e5c6a1e35a94b9f2ae0a,96925be1e1590faa
fmd_000094,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_045_new.jpg,fabric,,,,,,,fmd,0,True,d3a16138069cc95ccf4748e59806177b34a621fa24e08770ea394048f6c1e14e,87b45c69d5924766
fmd_000095,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_046_new.jpg,fabric,,,,,,,fmd,0,True,f0773b9f2fa587757d0affb5363ece9ed20f7e95ce698438aeb1d9a2edc7449b,958d7134938dece1
fmd_000096,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_047_new.jpg,fabric,,,,,,,fmd,0,True,5fc521d2b960ca8f0a975c700e439de6d4e7698b400bcf7227768ec0b450c197,f1f17e720e0e090f
fmd_000097,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_048_new.jpg,fabric,,,,,,,fmd,0,True,648c7c21014225c681380605389c4d7a8c80edf061fcdb13d80783fc866814ea,819147c743c3f1fa
fmd_000098,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_049_new.jpg,fabric,,,,,,,fmd,0,True,4d3eae9f4323eb0abc9924fbfae7c87da5a4f18ce891671e0d47842ddd4daff1,c6c1995694bf5385
fmd_000099,/content/cossdf_work/datasets/fmd/image/fabric/fabric_object_050_new.jpg,fabric,,,,,,,fmd,0,True,15e72d31716c73dd08c6883f4781e0024a17d1688b40c657041be2d9ebf5163f,a4c0bf43e69d583c
fmd_000100,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_001_new.jpg,foliage,,,,,,,fmd,1,True,8ee2d452f0c2bcbdd87b0cf36e06e765db71058e309d044079530fc48fbb3b57,cf7c0bc542e071f8
fmd_000101,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_002_new.jpg,foliage,,,,,,,fmd,1,True,09db1ce04d6c47393264e70a0470031bd8f86ae465c0e5f61b319fd4c94b7840,819f173f2b4c48b5
fmd_000102,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_003_new.jpg,foliage,,,,,,,fmd,1,True,8f319d0b2960166e234806aad8937892e063bba37a6a08c8e42797df4ef0ea5e,95ee122c38d4eac7
fmd_000103,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_004_new.jpg,foliage,,,,,,,fmd,1,True,1e4698c510e73bd248db4c72bf6755f2d519fc2b9362c8296a620403525c9656,dacd090da78323de
fmd_000104,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_005_new.jpg,foliage,,,,,,,fmd,1,True,77f8d032592e60759e4c3b0ea27406df69692925b1bff8d4c617a9b5e42852f5,ea1216f93b1c0c7e
fmd_000105,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_006_new.jpg,foliage,,,,,,,fmd,1,True,278730df6628a27d243404030d584341222f9b31e255d7b78e87cc2f4e51a2f8,eb91524a082dacff
fmd_000106,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_007_new.jpg,foliage,,,,,,,fmd,1,True,76259e22be2477e27913cdfc81a83d5a0633f0b130cde929f53439344dc108e5,c37a232b19a9993b
fmd_000107,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_008_new.jpg,foliage,,,,,,,fmd,1,True,a5de2492ddeb5b17428e43721d4845b269d60da496ae31d961a3df3341a1b24e,9c93eec1235d11e5
fmd_000108,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_009_new.jpg,foliage,,,,,,,fmd,1,True,7ccf7cb4b310665b457f864f36caa8fe83c9e3a4ed31cc9f2f55ba21f0d686da,85f36b44398ef285
fmd_000109,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_010_new.jpg,foliage,,,,,,,fmd,1,True,89874b516b5d888dff31ed20ba4c1721406ec4ec91169e7d34ce9104a0fdec32,860637bd30da13db
fmd_000110,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_011_new.jpg,foliage,,,,,,,fmd,1,True,8f80a565c6b34127ed82c6a8715806d578e6910f020a9639515b6af15038fca4,c41d0b179389be3e
fmd_000111,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_012_new.jpg,foliage,,,,,,,fmd,1,True,312811be3a550303626b286bf0d2b9330e511ad604dae915e81f888c5ec8a03d,a0e299eb33426fe4
fmd_000112,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_013_new.jpg,foliage,,,,,,,fmd,1,True,7531517337b14e859c9ba6c62665b90958ab9b3e346fde7df8e3dcdc0e3a2bd7,d62a9d4a25d3e952
fmd_000113,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_014_new.jpg,foliage,,,,,,,fmd,1,True,008da33a16d974ba6e39f49191e9bdc4fa7bea073066fc4b4a15a1297e8a342c,88b81d665d8f4ba3
fmd_000114,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_015_new.jpg,foliage,,,,,,,fmd,1,True,5a01d77d610f98f3e1bfd54b41f3255a72c8edf436cfd2e77195a61fc0ef21f0,c1b1349236e6f2f2
fmd_000115,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_016_new.jpg,foliage,,,,,,,fmd,1,True,ab7e58e1aa1e42e61c2f1b94e2f2cb30b976df1059b8f174aef24d608795c313,b1b613873d3099cb
fmd_000116,/content/cossdf_work/datasets/fmd/image/foliage/foliage_final_017_new.jpg,foliage,,,,,,,fmd,1,True,7fc888e2f52be352686b221da8b5904ed2881125005ec091718f44a0f866e0fa,cc7df85c4aa3d111
